LeagueIndex,UniqueUnitsMade,UniqueHotkeys,Age,HoursPerWeek,TotalHours,APM,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,ComplexUnitsMade,ComplexAbilitiesUsed,SelectByHotkeys,AssignToHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs
0,9,7,22,20,500,70.281,53.7833,68.7778,4.0772,25,3.7356381,0,0.10828152,2.71E-01,0.64967319,0,4.16873763,17.54119206
0,4,0,16,4,400,107.3424,52.9464,57.9911,5.7956,16,4.6625517,0,0.38854332,5.4396171,1.24334181,7.77E-02,2.33E-01,17.48448657
1,8,7,16,42,2942,159.585,32.7514,37.303,5.3049,28,4.3382169,1.18315296,2.0211984,18.43749882,2.90858967,1.48E-01,1.38035043,26.02941291
1,3,3,18,20,1500,180.4308,37.7241,49.4701,6.7521,24,5.684355,0,5.826663,73.47366288,1.98961452,1.42E-01,2.13173136,16.62750036
0,3,4,16,4,350,83.5818,30.5926,74.2752,6.2385,16,2.3010885,0,0,6.67316727,2.07098496,1.15E-01,2.87636328,12.54095091
0,7,5,16,20,150,51.4452,49.5695,59.1304,2.3016,30,1.2719043,0,0,0.75156678,3.47E-01,5.78E-02,1.73438937,21.2751522
0,6,2,20,16,250,74.2608,48.65,88.9938,6.323,17,1.9364508,0.69158502,0.5532489,4.21867818,1.7981253,3.46E-01,3.73456548,11.134539
1,8,7,23,28,500,134.388,28.7557,48.2915,5.5955,24,6.306687,0.67571343,5.067864,15.9356286,2.533932,1.69E-01,2.25238518,22.41124263
0,6,3,18,10,80,46.5432,90.3127,79.5176,2.6088,27,2.4333606,0,0.7805169,6.84088893,2.70881154,0,0.73459071,15.61008312
0,6,4,17,4,600,109.8078,35.0703,62.6667,5.8871,23,5.78259,0,0,11.0313657,1.51236234,3.55850712,2.93576625,16.54704324
1,9,5,26,24,1300,215.742,27.2365,31.5359,4.4392,28,8.141823,1.48031649,2.5165152,46.77805737,1.6776945,4.44E-01,0.9375336,35.72501094
0,6,5,20,6,94,117.7086,25.8286,68.8679,7.3113,9,4.6846413,0,0,13.51860156,1.07078274,4.02E-01,4.81851171,14.1878421
0,7,5,16,4,50,93.8622,38.4538,66.4937,4.3975,18,4.0626279,0,1.429452,15.57339102,3.23505378,1.20373983,2.10654603,17.98087068
0,6,5,25,28,600,60.507,44.6328,85.3483,4.6517,8,3.7932516,0,1.1451546,2.79127053,0.85885533,7.16E-02,2.86E-01,12.73965111
0,10,6,29,10,800,78.8352,50.4915,86.1603,5.6329,24,3.2811552,0.60574887,1.1105334,13.73032188,1.51437483,0.90862596,1.86772878,11.96355213
0,5,3,21,10,100,61.6782,92.3516,97.3913,6.1087,14,5.81445,0,0,5.19162948,1.03832802,1.04E-01,2.80348353,9.55259973
0,5,0,21,12,500,102.5838,70.0476,68.2353,6.3412,11,8.911773,0,0,9.0830736,0.85689594,0,2.05654707,14.56719381
0,5,4,23,28,730,74.4258,47.0631,75.1071,8.1518,12,4.4220087,0,0.9007884,8.19E-02,4.09E-01,2.46E-01,1.22833044,9.17154882
1,6,1,17,20,700,100.3008,63.589,55.9863,4.314,20,9.264357,2.38E-01,0.17815581,14.96510928,1.18770894,0,2.90988,17.39990889
0,5,4,16,6,800,104.8044,42.4,77.6981,6.7642,15,4.6945179,0,0,14.99631615,1.3040298,0,4.17289005,13.82268933
0,7,5,18,8,400,119.2446,34.9925,67.4637,6.3408,23,3.3239007,3.26E-01,0.8472636,11.63358873,0.65174409,1.72711467,10.78632513,17.4992643
0,4,4,20,24,1500,89.106,30.8444,63.4706,5.2206,13,2.3739417,0,0.5934987,4.62915711,2.25523134,0,3.79828548,16.14270267
0,7,7,23,6,300,78.2034,41.3378,56.28,3.0633,13,4.2592572,0.54208728,1.3165083,9.75761352,2.78788806,3.87E-01,1.23906195,23.23241289
1,8,5,17,20,730,102.8352,36.339,50.075,3.7739,29,1.9873737,3.26E-01,1.4534532,9.72918909,0.83054241,2.37E-01,1.24581096,24.53060169
1,8,5,29,14,900,81.5496,39.6484,67.9124,4.1642,22,6.36138,0.9355158,0.43657758,11.47568526,2.80655271,1.25E-01,1.80867096,17.08879599
0,7,1,26,8,300,104.8056,30.4306,59.2762,4.0238,19,4.378626,0,0,35.11496097,2.66152599,0,0.94441005,18.02968551
1,6,4,19,12,700,180.1086,26.8008,40.3182,5.2424,29,8.314929,0,0,23.64033771,3.42377118,0.76083804,4.02157629,28.69447536
0,7,3,23,28,750,137.3856,34.5882,51.2853,5.96,25,5.658867,0,0,24.04967499,2.51499654,0,1.05E-01,19.64842308
1,7,4,20,36,800,109.8012,30.4573,50.5714,3.7381,36,5.369472,0,0,16.94716767,1.34235207,1.68E-01,2.34911214,24.66567747
0,9,4,20,28,80,77.5758,47.5135,58.1671,3.8086,19,2.8548153,1.19384199,0.51906312,5.81348889,3.27008916,1.56E-01,2.49149448,19.25718759
0,5,4,19,14,100,79.641,46.4115,58.8952,4.5476,19,4.4255133,0,0.6867423,7.24867569,1.98384786,0,0.61041636,16.02339228
0,8,5,29,8,350,78.147,57.5955,95.1285,5.6034,22,7.188678,1.26466677,0,11.51511732,2.06340228,0.99842337,1.13154507,11.91448773
0,7,4,24,36,400,47.2302,78.2338,88.5517,2.6983,16,2.6734257,0,0,5.28005691,1.87141392,2.01E-01,0.60152742,15.50599119
0,6,3,23,4,20,53.4696,86.3529,132.2628,6.1241,19,5.417262,0,0,2.10309453,3.19E-01,2.55E-01,2.29428639,8.73103653
0,5,5,20,20,300,74.2356,53.445,74.0625,3.9583,19,2.8657539,0,0,3.79021428,1.47911112,4.62E-01,2.77E-01,17.74930158
0,5,5,26,16,30,35.0388,73.2067,96.7556,2.0389,16,2.5364808,0,0,7.30198278,0.76862781,0,2.31E-01,13.83533244
0,6,2,25,14,400,61.4556,66.7,91.0062,4.4845,19,7.654365,1.57589118,1.4257881,7.42919976,1.72597302,0,3.15178236,12.08182707
0,5,1,16,14,200,36.24774,78.8683,103.9029,2.9272,15,0.8776368,0,0.05851089,4.10E-01,1.17E-01,0,5.27E-01,12.05275482
1,5,5,17,14,300,145.9938,26.0282,75.3333,9.75,8,7.41807,0,0,21.90127554,2.29610241,0,1.41298569,12.71687121
0,5,2,29,28,900,58.2984,65.9903,93.0192,3.2644,23,4.4146809,3.68E-01,0.8829468,10.08022788,1.76587767,0,7.36E-02,15.30429084
1,6,7,19,20,800,215.9556,20.2045,35.5354,6.5977,28,9.78633,0,0,33.19879437,4.36628025,3.01E-01,12.34603674,26.57409147
0,6,1,22,2,500,87.2328,53.9836,63.4612,3.902,20,4.4387883,0,1.2037239,16.92760032,2.10654603,0,5.27E-01,18.43227378
0,7,4,21,20,600,47.1678,47.2255,89.0899,3.127,34,2.9174202,0,0.8557596,2.48952447,1.01136915,1.20586383,5.40693405,14.70375639
0,9,6,21,18,2000,113.8398,50.9419,54.008,6.066,25,5.768253,1.99272087,6.152697,16.22142873,2.0276766,1.81792098,5.24E-01,17.47998369
1,5,4,24,12,800,112.806,39.654,58.6897,5.8552,16,4.4579574,0,0,10.74799755,1.52670465,0.91602279,5.19079581,17.70976863
0,8,6,22,48,1500,124.9362,37.7739,56.1905,4.9784,23,6.09057,0,0,31.12980597,1.60724673,1.69183503,5.16010401,19.54072035
0,6,4,21,12,650,70.6056,46.3873,70.8228,4.2468,26,3.8364219,0,0,5.43077064,4.98E-01,0,1.49470659,15.7442562
1,8,3,23,4,100,102.0696,32.9362,61.9364,5.2792,27,9.050895,1.27386369,4.6931904,12.53749941,2.54772738,6.70E-02,1.81022679,18.97386192
0,6,3,19,10,100,41.6328,42.3759,103.7612,4.0896,18,1.5238638,0,0.45715383,1.37146149,2.29E-01,0,0.76192659,10.20978126
0,7,10,24,16,600,130.6506,29.5527,55.0756,5.2437,18,3.5194149,0,0,24.29243226,2.91852468,0.85838805,3.60524043,20.42967807
1,11,5,19,14,450,83.4444,46.8929,64.1694,4.371,24,6.096942,1.22640822,0.8409447,6.7978089,1.92721671,3.85E-01,1.47169305,17.37996453
0,4,1,20,10,400,86.0328,45.1589,88.7205,5.8012,23,1.6108416,0,0,8.52048441,3.13689312,1.70E-01,3.82E-01,13.64973201
0,6,6,19,40,50,61.0182,66.6207,71.8798,3.3734,11,2.9589975,0,0,5.91796314,0.79387155,0,3.61E-01,16.81567614
1,6,6,20,14,750,164.9736,28.8134,45.2439,5.8883,29,3.96657,2.33E-01,0.6999642,15.58635273,1.21330845,1.30664232,1.58663331,25.05949893
0,5,4,16,10,10,44.97,156.6234,110.6154,3.8462,18,3.4369506,0,0,8.29613691,0.71109927,0,0,9.24426396
1,6,5,25,20,600,111.4686,36.5019,49.8788,5.3182,23,10.379988,0.84160845,1.0520172,10.590264,1.33254981,7.01E-02,2.10E-01,18.51542838
1,9,4,17,24,1000,159.2796,25.099,42.5645,7.0242,29,9.908991,1.71756198,4.6242135,11.49446142,3.56724738,3.08E-01,6.78217095,21.84387975
0,5,10,34,12,650,43.8894,72.5965,107.1304,3.9913,14,2.0176407,0,0.09170901,3.11813289,2.10932847,0.73367739,1.00880973,10.54663173
0,7,2,22,4,250,75.9498,32.4459,56.3683,4.1778,19,4.6752957,0.55657827,1.0574865,4.34132856,1.2801348,1.83671307,0.72355653,17.53228188
0,5,0,22,10,400,108.363,40.7926,49.0881,4.1762,36,2.5511364,0,0,7.18635753,5.03E-01,1.40134086,3.98843127,23.2478703
0,3,5,24,24,1000,111.0042,35.3697,61.6145,7.3193,18,2.5097715,0,0,6.23117349,1.47125232,5.19E-01,6.14463111,14.36632182
1,8,3,20,42,2100,143.4318,26.2593,40.0536,3.5893,23,7.846587,0.99323019,3.3272991,19.16931771,3.57562656,0,1.49E-01,33.37248978
1,8,7,20,10,700,123.9672,38.9804,58.4358,5.3464,26,5.460804,1.9140426,5.854806,20.32261254,1.68886143,0,1.01331792,20.15372799
0,9,1,20,10,800,69.5274,56.5872,83.1829,4.0305,33,4.382874,4.08E-01,0.20385621,2.49721866,1.47794292,0,0.56059794,16.71606054
0,6,6,25,24,500,96.6258,26.7368,56.781,5.1952,20,5.620635,0,0,3.85876638,1.09052001,8.39E-02,0.7549758,17.61611616
1,8,4,17,16,400,131.031,32.3664,38.7313,3.5373,42,4.6592064,3.75E-01,2.1421602,29.5618851,2.83837023,0.9639774,0.69620472,28.70502102
0,7,2,26,8,150,59.1624,66.7167,85.527,4.6556,21,3.4725807,0,0.5380092,5.62458564,2.3965623,1.96E-01,1.41837534,11.78717517
0,9,5,20,14,500,79.8138,35.6138,65.4845,3.9072,19,4.39137,0.6185088,0.7422318,10.82386152,2.16477018,3.09E-01,1.86E-01,17.99853174
1,11,5,19,42,1100,107.1708,19.0647,48.9868,4.7086,28,3.6143577,2.13057378,2.8154151,3.46218372,1.67402529,2.20666608,1.75011228,22.9797684
0,6,0,24,8,600,48.8856,93.4788,90.9157,2.6386,13,5.2185618,0,0.5398677,10.97702316,2.42934093,9.00E-02,3.77897301,14.93595207
1,8,10,22,42,500,176.673,18.7338,39.9092,4.5721,29,4.2894711,0.89364114,3.3958512,51.20548758,4.870332,3.57E-01,4.47E-01,27.56875005
1,6,5,22,8,800,151.0074,26.9741,52.9195,6.8793,30,15.323067,0,0,15.73255296,2.86578045,2.33941608,3.56760315,20.35289547
0,4,7,29,6,250,151.647,30.7723,76.6305,6.069,22,5.1338142,0,0,60.56411832,1.78567335,7.44E-02,1.1904489,15.10382772
1,3,3,19,6,600,209.0562,24.1333,56.1758,6.8681,16,3.7622412,0,0,91.61010594,1.69299792,1.88E-01,1.88E-01,17.1181125
0,4,3,18,16,224,71.6574,35.746,73.8125,5.2031,16,4.9321404,0,0,10.24364313,1.13818257,0,4.93212447,12.14061408
0,6,10,18,4,100,105.096,53.0265,55.1662,4.4644,20,10.259451,0,0,8.94968109,1.74627846,1.09E-01,1.58256585,20.6825031
1,4,0,19,28,850,155.0352,33.4788,59.3012,6.0783,13,2.3357628,0,0.44490897,42.37767099,2.11332159,2.22E-01,2.22E-01,18.46376208
0,5,3,21,6,300,114.288,45.0943,69.3709,6.5822,19,4.4476029,0,0,17.24292405,1.50533721,2.05E-01,3.21594309,14.57437824
0,6,5,29,6,100,68.2098,53.0638,72.4868,4.3386,12,4.1217282,0,1.0685844,5.49563229,0.76328064,7.63E-02,1.53E-01,14.42602746
0,5,3,20,6,350,90.081,67.4667,64.2105,6.8684,18,4.8519594,0,0,5.66063523,1.29386115,3.23E-01,2.74945428,12.29166765
1,8,4,25,24,1000,85.7976,36.2744,61.4388,5.3669,19,2.8924101,0,0.52063488,1.0991169,0.57848202,1.50405219,1.85114034,16.08179166
0,6,3,21,10,60,51.0048,65.4422,95.3492,3.4407,17,3.0784725,0,1.2865068,5.8352652,1.56219669,0,3.68E-01,13.5543591
0,4,0,27,12,80,76.35,42.9136,79.9512,5.6463,9,5.380092,0,0,7.47213642,1.49443047,4.48E-01,2.98885563,12.25430649
0,9,3,36,6,400,53.8938,66.9113,98.9634,4.3963,27,2.2176684,0.65438847,0.8725392,5.23510776,1.38148677,3.64E-01,3.27194235,11.92441743
0,7,3,19,16,400,67.128,49.2832,71.54,3.6075,25,2.5931916,0,0.44710731,3.57684255,2.54849733,4.47E-02,4.92E-01,17.88420744
0,7,4,22,8,450,127.6704,44.7672,51.0108,4.3376,34,5.616918,0,0,19.73652129,1.70053812,2.58E-01,7.21439433,23.96209185
0,6,4,21,24,550,124.6182,24.3696,55.5395,5.9704,20,5.2456428,0,0.05961006,15.43881969,2.98046583,3.58E-01,3.09968595,18.12124053
0,5,5,23,24,30,91.8564,40.5424,69.7079,5.2416,17,5.419386,0,0.08740791,11.01369402,2.09784825,0.78669243,1.8356139,15.55903278
0,3,5,18,2,100,121.3452,49.9348,49.8162,3.5135,24,3.0455505,0,0,42.63788223,1.70551359,0,2.44E-01,22.53716397
0,9,5,21,10,220,70.3086,79.1386,70.0941,4.3853,23,3.4802802,0,0,10.88082189,0.88006878,5.20E-01,3.60E-01,13.60102338
0,7,3,19,12,165,98.5434,43.9561,60.8467,4.8339,27,3.1719285,0,0.9843678,3.13545411,1.23959826,1.46E-01,2.36982114,19.97940069
1,7,2,29,16,577,143.7672,33.2996,47.3786,3.8058,23,3.8350413,0,0,44.75958831,1.10323215,1.58E-01,1.68111414,27.05538456
0,6,2,25,2,200,56.4816,41.4058,77.6462,3.2166,20,2.4821595,0,0,0,1.91E-01,0,1.91E-01,17.62956639
0,6,4,22,8,300,35.0298,72.9892,102.0851,3.1064,12,3.6392616,0,0.46957923,2.58268311,0.7043715,0,1.87831692,11.03510925
0,3,3,23,2,50,24.6648,150.2857,176.3721,2.9767,12,3.4012143,0,0,4.25153646,5.10E-01,3.40E-01,5.10E-01,7.31264526
0,9,5,16,10,200,34.7382,99.562,140.1149,3.6638,25,1.3211811,0,0.07622505,2.87106921,0.81304596,0.9400824,1.24497729,8.84187216
0,4,4,18,14,500,70.2402,75.7966,96.1333,6.0833,20,3.8811321,0,0,11.79861822,1.86293916,0.62097795,1.08671274,9.31470111
0,4,4,16,28,500,79.4688,40.5217,61.1255,3.9437,22,4.3265349,0,0.9984393,4.90896225,1.33124355,0,0.83202921,19.21983705
1,4,6,21,8,350,190.5816,30.6148,46.1549,5.8521,18,5.034942,0,0,63.57571668,1.12722804,2.47990275,4.51E-01,21.34220157
1,11,6,20,42,2000,136.167,54.2719,63.5799,6.6389,28,9.835713,1.15017255,2.3003451,23.67773604,3.05391375,0.67424256,1.18983825,18.12516993
0,5,2,23,6,800,129.9774,24.3333,49.584,5.2003,39,3.8181024,0,0,12.37350006,1.30805478,1.77E-01,3.18175731,22.94401086
0,4,2,20,8,200,143.5698,46.6891,70.1333,8.2917,18,3.807801,0,2.3798889,24.98879628,1.90391112,0,2.85586137,14.27931216
0,8,5,16,10,100,58.08,40.934,94.1818,5.1515,16,3.5001396,0,0.26516016,3.44708739,0.58335129,2.12E-01,2.12128659,10.50036039
0,6,5,19,30,1000,88.7544,48.7339,53.9361,3.863,28,6.969906,0,0,11.64715047,1.46736009,0,1.65077811,20.08445373
0,6,5,19,6,500,132.33,31.0995,56.9078,5.3475,18,5.889321,0,0,27.51392961,3.67480674,1.36627362,1.88E-01,19.92875391
0,8,4,18,6,500,115.1304,32.4356,65.8289,6.1809,25,5.1662583,0,0,14.15101725,2.47081203,2.25E-01,3.03236046,17.0710659
0,6,4,25,24,120,69.8448,49.3949,83.2653,4.7551,20,4.5334125,0,0,10.9721592,1.2483279,6.57E-02,4.60E-01,12.87750402
0,6,5,21,42,1600,54.8208,50.4643,69.6637,3.2743,19,4.6995624,0,0,10.14113889,1.97876088,0,0,13.97498544
0,5,1,20,10,100,57.9918,71.0355,89.4366,4.9507,10,2.330559,0,0,0,8.32E-02,0,1.66E-01,11.81923695
0,6,1,22,6,200,226.6554,23.2442,37.8532,8.1284,24,9.995013,0,0,41.42319318,1.54564011,0,2.36998575,22.46332311
1,6,8,27,8,900,116.0304,29.661,57.3333,4,19,6.86052,0,1.4982165,43.05405348,3.39070581,0.5519745,2.75987781,18.68830074
0,9,5,25,4,50,43.2744,67.532,103.3,2.9083,16,1.2008565,0,0,4.37722416,1.04588415,0,3.49E-01,13.94514324
0,8,6,19,28,450,50.9904,57.9441,87.0941,3.9652,22,3.0038139,0,0.23106465,0.7856145,3.23E-01,0,1.29395142,13.26298347
0,5,1,20,6,800,111.6,39.5294,54.9,7.1917,10,8.537949,0,0,9.3677958,1.89727362,0,3.55739202,14.22956808
0,9,8,20,6,500,99.8886,53.9777,58.2133,3.9889,34,4.9274145,0.82123398,0.6763347,15.26528358,2.07724014,4.83E-02,0.53138763,21.73853997
1,8,2,18,28,800,152.031,39.5545,47.2464,5.3889,32,5.2917867,0,0,25.03643229,2.4467418,0,3.41E-01,23.55700788
0,5,5,31,12,200,41.586,130.2176,122.0206,4.0825,25,3.3037758,0,0,5.61640293,0.89673687,1.03832802,2.36E-01,9.15614982
0,4,2,18,12,400,75.5628,47.3247,78.514,3.6393,26,3.3189624,0,0,9.35703774,0.55982268,0.95969754,3.60E-01,18.51414336
1,7,1,19,12,600,138.123,56.2085,61.8571,5.8214,28,7.482321,1.17832617,1.5318288,33.28765722,1.88532081,1.18E-01,2.12098392,18.14619222
1,8,5,19,24,170,165.8508,24.5093,49.7182,7.2009,31,6.298191,3.5734707,3.5734707,29.79382059,2.45676177,4.47E-02,6.2982441,19.34141481
1,3,4,21,8,350,128.784,15.6607,43.7689,5.48,12,4.5199782,0,0,8.64692613,1.86694821,0,1.27738953,22.10862573
0,7,7,27,12,850,107.1156,50.4322,59.5474,4.3139,30,7.37028,0.96783777,0.29779542,21.06906579,2.38236867,1.49E-01,1.11673548,20.39902344
0,6,3,22,16,250,123.7164,38.0645,57.4857,3.5357,21,4.8508974,0.73996443,0.41109489,43.00027911,3.61761273,0,4.93E-01,23.02118109
1,8,5,19,42,1440,158.241,30.7614,40.7345,5.5164,29,5.2440498,0,0,37.00202346,2.30738085,2.85276564,4.69867032,23.07382443
0,9,6,16,14,150,67.5534,70.1754,79.4048,3.337,23,3.4640316,0.69281163,0.26942409,8.42918427,2.84821497,7.70E-02,0.57734037,17.58966174
0,7,4,27,6,500,76.8132,36.4477,80.9784,5.4928,18,3.1643883,0,0.34610049,3.21380847,1.53273681,2.97E-01,1.58218353,13.74520581
0,4,5,20,8,700,64.2222,26.6087,69.6774,5.129,13,3.3082362,0,0,2.79928863,1.27240344,0,3.82E-01,11.83336686
1,6,9,19,28,500,201.2946,19.2195,37.7324,5.1436,31,5.359383,0,0,63.39478905,3.52919592,3.85597332,1.89530892,26.86109166
0,5,3,19,8,75,75.6618,72.2234,76.7321,4.122,24,2.3182929,0,0,4.0241835,3.94E-01,0,4.37E-01,16.49041209
0,7,2,32,12,500,73.7952,81.6949,90.8315,5.0787,16,4.0059171,0,0,4.42757889,4.22E-01,4.22E-01,0.56223342,12.50966439
0,5,1,18,28,270,57.201,81.6266,90.0496,3.4132,17,2.5382331,0,0,7.61472054,1.45042119,0,1.21E-01,14.62510467
0,6,5,32,4,100,37.2786,78.3043,130.3226,3.3118,15,3.612393,0,0,8.49397158,1.26921213,1.95E-01,0.78105321,9.07976016
0,7,5,20,12,300,156.7194,38.375,43.6037,4.4367,26,3.9616848,0,0,37.46463066,3.17911293,1.96E-01,1.85855841,26.65564245
0,7,7,17,6,50,89.6142,73.6047,72.3647,5.1941,31,6.737328,0,4.78E-02,8.36167824,1.86345954,0.71671725,2.15014644,16.24554675
0,7,2,28,14,200,131.556,54.9371,79.6111,3.5694,14,3.2235417,0,0.30220803,80.99180514,2.92134429,2.01E-01,3.52576035,14.50599606
1,9,5,20,6,600,106.7598,37.8655,67.5649,5.1883,23,6.06402,0,2.4256611,26.34516675,2.62778094,2.02E-01,3.03205248,16.10356797
1,7,2,30,14,730,63.744,56.0803,103.376,5.46,27,2.7642798,2.27E-01,0.13595193,5.7551904,0.99696312,1.36E-01,0.5437971,11.32911333
0,6,0,25,8,300,69.9618,74.0263,101.6131,6.1934,25,2.0046843,0,0,2.95025193,3.78E-01,3.78E-02,0.83212479,11.5362405
0,6,5,19,16,700,136.9578,48.6883,58.8997,4.2524,24,4.4329473,0,3.6145701,46.92114063,2.31877611,1.36E-01,1.29578868,21.07359522
1,7,5,19,28,2000,191.1366,24.1742,36.0076,6.3043,26,3.8419974,0,3.018735,32.88563181,2.33264052,4.57E-02,3.66E-01,24.19540794
0,6,3,20,10,200,60.2832,36.6154,76.7529,3.2412,12,4.7500605,0,0,8.84813796,1.76962653,0,3.73E-01,15.83350668
0,9,7,19,10,150,182.9292,27.4074,44.3191,6.3035,27,5.598333,1.59956847,2.8697895,31.28565978,2.72867625,1.41E-01,9.41E-02,24.18169752
0,5,2,23,6,300,112.2684,35.961,56.0388,5.4272,18,5.820822,0,0,3.51092952,0.55435869,9.24E-02,1.75546476,19.03291974
0,6,7,35,12,700,62.9658,39.8306,91.1688,4.7045,24,2.6491059,0,0,3.32190414,0.71484282,0.54664326,2.98551033,12.95121744
1,6,2,24,20,1000,165.198,23.1719,56.6693,9.4514,22,6.305094,0,0,22.12904268,1.15192485,0.66690414,9.33663672,15.58127106
0,6,2,20,28,500,116.5722,34.2338,75.0517,6.5129,25,7.029909,0,0,18.34451541,2.34327645,0.73645983,2.68E-01,15.53257836
1,10,6,24,6,150,99.8502,35.5822,56.3016,3.9313,32,4.2246891,0.89464473,0.994032,14.76159822,2.23660386,3.98E-01,1.09345113,22.41576144
0,3,3,27,8,650,32.4942,122.8,150.2951,3.8033,12,2.8899675,0,0,3.51822015,0.62825265,0,3.77E-01,7.66469295
1,5,5,19,20,1000,172.3968,42.9873,56.4202,5.1681,28,13.244202,0,0,54.56245896,2.23846236,2.80E-01,2.42499735,22.19806206
1,6,6,18,42,2000,210.2112,18.3597,34.0358,5.4122,24,14.976855,0,0.21243186,43.54896672,6.47923545,1.27460178,4.56733278,29.63454183
1,7,8,20,36,1800,198.0822,18.5714,43.6068,4.7458,27,5.2758567,0,1.0551501,75.00546513,4.2207066,1.75862952,1.40690043,25.93975887
0,10,2,17,28,700,116.5002,38.1347,54.2388,6.0697,29,5.1834096,4.59E-02,0.13761396,10.91724318,1.51373763,4.59E-02,2.70637425,18.44004762
1,6,10,19,28,700,137.1354,31.2566,46.1457,5.3863,26,5.0875641,0,1.9332648,13.48206345,5.4945756,1.27189368,2.84903802,23.04670095
1,9,6,24,24,750,154.6464,28.7874,42.8694,4.6786,27,6.846183,2.36347569,4.7676897,23.96076966,2.48572782,0.73349154,2.77097571,28.40247846
1,7,7,17,2,200,204.876,44.1882,46.6145,6.0215,45,4.5764235,1.53972477,2.5662168,75.10439043,2.65175028,2.99E-01,1.45418598,21.85554582
1,6,2,21,16,1200,132.243,35.8919,51.988,5.7036,29,9.321705,0,0,19.91186811,3.0438513,1.14144291,4.31212356,21.18014037
0,6,5,21,12,800,72.144,69.9775,81.6583,4.0112,28,6.347043,0,0,8.26922052,2.01143331,4.47E-02,8.94E-02,15.95735712
1,7,5,21,42,2000,89.2776,43.6517,65.2455,3.9401,24,4.643595,0,1.7198559,16.2813096,2.46513033,0.85992795,0.97458678,19.14773787
1,5,6,21,28,731,237.219,28.9673,50.7532,5.2922,14,4.0783455,0,0,114.4848585,4.3696521,0.87393042,3.35006838,22.4308737
1,6,7,29,12,1000,80.8512,31.8759,65.5258,4.1443,23,5.696568,0,0,5.44869189,1.73367783,0.86683626,4.02460299,18.0178389
0,6,1,32,12,750,107.0676,30.8,50.7524,5.1383,25,2.9575638,0,0,4.30776936,1.92885219,4.50E-01,2.70039519,19.9957608
1,6,6,21,24,1200,208.9446,37.1922,47.1406,4.5859,20,6.700689,9.57E-02,0.09572337,94.09666212,1.53158454,0,0.86151564,24.50533671
0,5,4,19,12,1080,80.1648,48.2419,77.6296,5.7083,11,5.488947,0,0,3.57717177,4.32E-01,3.08E-01,1.11015639,13.32187137
1,4,1,33,28,1000,56.41026,68.6531,75.3784,4.5338,19,2.1860208,0,0,4.20E-01,2.52E-01,1.68E-01,3.36309912,12.44347524
1,8,5,21,8,600,99.0798,43.0824,51.8904,3.7965,27,3.659121,1.20366549,3.2739867,7.02941517,0.77034825,3.37E-01,1.20366549,24.60295044
0,9,5,25,4,300,68.5464,47.3349,67.4787,3.3602,36,3.3103602,0,0.70623,6.17934789,2.07449487,0.92690298,1.58897502,18.6263118
0,6,9,23,10,700,147.2856,23.9216,45.9715,5.7776,45,3.0051414,0,0,26.50685094,2.81249991,7.71E-02,0,21.65239584
0,4,1,21,12,350,75.8286,40.589,77.3659,4.6768,17,4.5354834,0,0,13.02925851,1.56681108,0.57724479,0.65970909,13.524039
0,5,5,18,20,150,97.8126,34.1667,69.659,5.4885,18,3.8116773,0,0,3.01758804,0.79409988,0,0,17.232012
1,8,9,16,28,1000,214.6182,35.5727,39.6713,4.9808,25,3.7269297,1.52464437,2.0752011,96.3491004,3.72690846,5.08E-01,2.96E-01,24.22491561
0,6,6,20,10,1000,141.7512,40.7214,54.7094,4.2799,34,3.8705121,0,0,46.08682281,1.51627581,3.99E-02,3.07245627,22.38502716
0,7,0,20,18,350,85.7778,47.9753,72.9325,5.0307,13,4.1510394,0,0,10.05472395,1.93714641,0.55347192,0.55347192,15.03596061
0,6,2,22,6,400,75.3714,37.704,61.223,4.1691,14,3.3865056,0,0.8306433,2.23635429,3.83E-01,0,3.83E-01,17.76304386
1,5,4,22,24,1000,89.0364,56.4314,70.0971,6.7184,13,10.98108,0,0,10.14543468,1.90973088,1.19E-01,2.86459101,12.29387661
0,4,0,16,16,140,85.08,28.8675,79.8571,8.0833,13,1.9665054,0,0,3.58595982,0.80973252,0,2.7762273,9.71680086
0,6,2,20,18,600,93.306,32.7292,59.4597,5.1273,28,3.2436135,0,2.2056678,10.81202022,2.72463003,1.64342907,4.76E-01,16.6505139
0,8,5,25,10,180,88.8012,72.1973,60.5,3.7232,14,6.137298,0,0,17.43049449,1.30933449,0.73650231,1.88216667,18.33066162
0,5,4,21,24,600,103.5588,29.6739,50.9622,5.8324,14,4.2921261,0,0,1.14455988,1.04918166,1.91E-01,1.52608338,17.64531585
1,8,6,27,6,300,127.2174,16.9571,37.9083,3.737,16,4.064274,0,0,12.38181021,2.55197538,1.89035469,1.70131869,30.90726387
1,7,6,23,14,750,166.5456,18.4845,49.2562,6.1219,26,3.5234505,0,0,36.12669651,1.91783925,4.05867726,3.21125967,21.58681734
0,8,5,21,28,550,152.8224,48.0736,46.7673,6.0347,29,12.22893,0,0.43518636,23.23908225,2.35002015,1.04445576,8.31210939,21.32425377
0,6,5,23,8,500,62.988,68.4577,79.8218,3.1931,20,4.5615555,0,0,7.12246761,1.20041577,1.52052912,0.64022139,16.16559939
